site_no,site_name,timestamp_utc,flow_cfs,p90_flow_cfs,ratio,high_flow,region
1643700,"GOOSE CREEK NEAR MIDDLEBURG, VA",2025-11-02 16:45:00+00:00,14.7,101.4800000000002,0.14485612928655864,False,north
1643805,"N F GOOSE CREEK AT RT 729 NEAR LINCOLN, VA",2025-11-02 16:30:00+00:00,3.73,68.61000000000011,0.05436525287858904,False,north
1643805,"N F GOOSE CREEK AT RT 729 NEAR LINCOLN, VA",2025-11-02 16:45:00+00:00,3.73,68.61000000000011,0.05436525287858904,False,north
1643805,"N F GOOSE CREEK AT RT 729 NEAR LINCOLN, VA",2025-11-02 17:00:00+00:00,3.73,68.61000000000011,0.05436525287858904,False,north
1643805,"N F GOOSE CREEK AT RT 729 NEAR LINCOLN, VA",2025-11-02 17:15:00+00:00,3.73,68.61000000000011,0.05436525287858904,False,north
1643880,"BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA",2025-11-02 16:30:00+00:00,5.34,50.07000000000006,0.10665068903535038,False,north
1643880,"BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA",2025-11-02 16:35:00+00:00,5.34,50.07000000000006,0.10665068903535038,False,north
1643880,"BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA",2025-11-02 16:40:00+00:00,5.34,50.07000000000006,0.10665068903535038,False,north
1643880,"BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA",2025-11-02 16:45:00+00:00,5.34,50.07000000000006,0.10665068903535038,False,north
1643880,"BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA",2025-11-02 16:50:00+00:00,5.34,50.07000000000006,0.10665068903535038,False,north
1644000,"GOOSE CREEK NEAR LEESBURG, VA",2025-11-02 16:30:00+00:00,7.18,394.50000000000057,0.01820025348542456,False,north
1644000,"GOOSE CREEK NEAR LEESBURG, VA",2025-11-02 16:45:00+00:00,7.18,394.50000000000057,0.01820025348542456,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:30:00+00:00,42.1,208.4,0.20201535508637236,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:35:00+00:00,42.1,208.4,0.20201535508637236,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:40:00+00:00,42.1,208.4,0.20201535508637236,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:45:00+00:00,42.1,208.4,0.20201535508637236,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:50:00+00:00,42.1,208.4,0.20201535508637236,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 16:55:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:00:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:05:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:10:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:15:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:20:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:25:00+00:00,42.8,208.4,0.20537428023032628,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:30:00+00:00,43.4,208.4,0.20825335892514393,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:35:00+00:00,43.4,208.4,0.20825335892514393,False,north
1644280,"BROAD RUN NEAR LEESBURG, VA",2025-11-02 17:40:00+00:00,43.4,208.4,0.20825335892514393,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:30:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:35:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:40:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:45:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:50:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 16:55:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 17:00:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 17:05:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 17:10:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
1645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",2025-11-02 17:15:00+00:00,1.05,12.539999999999996,0.08373205741626798,False,north
